Enterobacteria phage T2 (taxid=10664, kingdom=10239)
Streptococcus phage Javan623 (taxid=2548285, kingdom=10239)
Streptococcus phage Javan626 (taxid=2548286, kingdom=10239)
Streptococcus phage Javan628 (taxid=2548287, kingdom=10239)
Streptococcus phage Javan629 (taxid=2548288, kingdom=10239)
Streptococcus phage Javan630 (taxid=2548289, kingdom=10239)
Streptococcus phage Javan633 (taxid=2548290, kingdom=10239)
Streptococcus phage Javan636 (taxid=2548291, kingdom=10239)
Streptococcus phage Javan637 (taxid=2548292, kingdom=10239)
Streptococcus phage Javan638 (taxid=2548293, kingdom=10239)
Streptococcus phage Javan639 (taxid=2548294, kingdom=10239)
Streptococcus phage Javan64 (taxid=2548295, kingdom=10239)
Streptococcus phage Javan642 (taxid=2548297, kingdom=10239)
Streptococcus phage Javan648 (taxid=2548299, kingdom=10239)
Streptococcus phage Javan65 (taxid=2548300, kingdom=10239)
Streptococcus phage Javan68 (taxid=2548301, kingdom=10239)
Streptococcus phage Javan69 (taxid=2548302, kingdom=10239)
Streptococcus phage Javan73 (taxid=2548304, kingdom=10239)
Streptococcus phage Javan8 (taxid=2548307, kingdom=10239)
Streptococcus phage Javan84 (taxid=2548309, kingdom=10239)
Streptococcus phage Javan85 (taxid=2548310, kingdom=10239)
Streptococcus phage Javan92 (taxid=2548315, kingdom=10239)
Streptococcus phage Javan93 (taxid=2548316, kingdom=10239)
Streptococcus phage Javan94 (taxid=2548317, kingdom=10239)
Streptococcus phage Javan95 (taxid=2548318, kingdom=10239)
Stenotrophomonas phage YB07 (taxid=2555548, kingdom=10239)
Klebsiella phage ST101-KPC2phi6.1 (taxid=2555909, kingdom=10239)
Klebsiella phage ST11-VIM1phi8.1 (taxid=2555910, kingdom=10239)
Klebsiella phage ST11-VIM1phi8.2 (taxid=2555911, kingdom=10239)
Klebsiella phage ST147-VIM1phi7.2 (taxid=2555912, kingdom=10239)
Klebsiella phage ST16-OXA48phi5.2 (taxid=2555914, kingdom=10239)
Klebsiella phage ST512-KPC3phi13.1 (taxid=2555915, kingdom=10239)
Klebsiella phage ST512-KPC3phi13.5 (taxid=2555916, kingdom=10239)
Klebsiella phage ST974-OXA48phi18.2 (taxid=2555918, kingdom=10239)
Agrobacterium phage Milano (taxid=2557550, kingdom=10239)
Serratia phage MTx (taxid=2557553, kingdom=10239)
Staphylococcus phage Sebago (taxid=2557555, kingdom=10239)
Bacillus phage PBP180 (taxid=2558359, kingdom=10239)
Streptococcus satellite phage Javan295 (taxid=2558614, kingdom=10239)
Streptococcus satellite phage Javan300 (taxid=2558620, kingdom=10239)
Streptococcus satellite phage Javan301 (taxid=2558621, kingdom=10239)
Streptococcus satellite phage Javan303 (taxid=2558623, kingdom=10239)
Streptococcus satellite phage Javan312 (taxid=2558628, kingdom=10239)
Streptococcus satellite phage Javan314 (taxid=2558630, kingdom=10239)
Streptococcus satellite phage Javan317 (taxid=2558632, kingdom=10239)
Streptococcus satellite phage Javan321 (taxid=2558634, kingdom=10239)
Streptococcus satellite phage Javan324 (taxid=2558637, kingdom=10239)
Streptococcus satellite phage Javan333 (taxid=2558643, kingdom=10239)
Streptococcus satellite phage Javan335 (taxid=2558645, kingdom=10239)
Streptococcus satellite phage Javan337 (taxid=2558646, kingdom=10239)
Streptococcus satellite phage Javan352 (taxid=2558653, kingdom=10239)
Streptococcus satellite phage Javan353 (taxid=2558654, kingdom=10239)
Streptococcus satellite phage Javan356 (taxid=2558656, kingdom=10239)
Streptococcus satellite phage Javan357 (taxid=2558657, kingdom=10239)
Streptococcus satellite phage Javan358 (taxid=2558658, kingdom=10239)
Streptococcus satellite phage Javan359 (taxid=2558659, kingdom=10239)
Streptococcus satellite phage Javan360 (taxid=2558660, kingdom=10239)
Streptococcus satellite phage Javan373 (taxid=2558665, kingdom=10239)
Streptococcus satellite phage Javan431 (taxid=2558700, kingdom=10239)
Streptococcus satellite phage Javan722 (taxid=2558816, kingdom=10239)
Streptococcus satellite phage Javan738 (taxid=2558832, kingdom=10239)
Roseobacter phage CRP-6 (taxid=2559285, kingdom=10239)
Roseobacter phage CRP-7 (taxid=2559286, kingdom=10239)
Mycobacterium phage Veliki (taxid=2559714, kingdom=10239)
Mycobacterium phage Tubs (taxid=2559715, kingdom=10239)
Mycobacterium phage Atiba (taxid=2559716, kingdom=10239)
Escherichia phage vB_EcoM_PHB13 (taxid=2562111, kingdom=10239)
Shigella phage SSE1 (taxid=2562131, kingdom=10239)
Klebsiella phage vB_KpnM_IME346 (taxid=2562174, kingdom=10239)
Salmonella phage ZCSE2 (taxid=2562175, kingdom=10239)
Klebsiella phage Sanco (taxid=2562179, kingdom=10239)
Serratia phage Serbin (taxid=2562181, kingdom=10239)
Mycobacterium phage HanKaySha (taxid=2562186, kingdom=10239)
Microbacterium phage Riyhil (taxid=2562188, kingdom=10239)
Streptomyces phage Circinus (taxid=2562189, kingdom=10239)
Microbacterium phage PrincePhergus (taxid=2562193, kingdom=10239)
Microbacterium phage Phriends (taxid=2562194, kingdom=10239)
Microbacterium phage MillyPhilly (taxid=2562195, kingdom=10239)
Microbacterium phage Pherbot (taxid=2562196, kingdom=10239)
Microbacterium phage TinSulphur (taxid=2562197, kingdom=10239)
Streptomyces phage Heather (taxid=2562343, kingdom=10239)
Streptomyces phage RemusLoopin (taxid=2562346, kingdom=10239)
Staphylococcus virus Baq_Sau1 (taxid=2562362, kingdom=10239)
Arthrobacter phage MrGloopy (taxid=2562365, kingdom=10239)
Microbacterium phage Theresita (taxid=2562367, kingdom=10239)
Escherichia phage Sortsne (taxid=2562456, kingdom=10239)
Salmonella phage Akira (taxid=2562461, kingdom=10239)
Aeromonas phage Asfd_1 (taxid=2562462, kingdom=10239)
Pseudomonas phage KP1 (taxid=2562463, kingdom=10239)
Klebsiella phage Spivey (taxid=2562542, kingdom=10239)
Escherichia phage Jahat_MG145 (taxid=2562601, kingdom=10239)
Pseudomonas phage R12 (taxid=2562635, kingdom=10239)
Pseudomonas phage S12-3 (taxid=2562637, kingdom=10239)
Pseudomonas phage S50 (taxid=2562638, kingdom=10239)
Escherichia phage Evi (taxid=2562642, kingdom=10239)
Escherichia phage Fraca (taxid=2562643, kingdom=10239)
Yersinia phage YeP1 (taxid=2562809, kingdom=10239)
Yersinia phage YeP2 (taxid=2562810, kingdom=10239)
Yersinia phage YeP3 (taxid=2562811, kingdom=10239)
Yersinia phage YeP4 (taxid=2562812, kingdom=10239)
Yersinia phage YeP5 (taxid=2562813, kingdom=10239)
Yersinia phage YeP6 (taxid=2562814, kingdom=10239)
Escherichia phage L27 (taxid=2562890, kingdom=10239)
Pseudomonas phage vB_Pae_BR123a (taxid=2563491, kingdom=10239)
Pseudomonas phage vB_Pae_BR141a (taxid=2563493, kingdom=10239)
Pseudomonas phage vB_Pae_BR141b (taxid=2563494, kingdom=10239)
Pseudomonas phage vB_Pae_BR143a (taxid=2563497, kingdom=10239)
Pseudomonas phage vB_Pae_BR153a (taxid=2563500, kingdom=10239)
Pseudomonas phage vB_Pae_BR161a (taxid=2563501, kingdom=10239)
Pseudomonas phage vB_Pae_BR161c (taxid=2563503, kingdom=10239)
Pseudomonas phage vB_Pae_BR178a (taxid=2563506, kingdom=10239)
Pseudomonas phage vB_Pae_BR243a (taxid=2563518, kingdom=10239)
Pseudomonas phage vB_Pae_BR313c (taxid=2563524, kingdom=10239)
Pseudomonas phage vB_Pae_BR319a (taxid=2563525, kingdom=10239)
Pseudomonas phage vB_Pae_BR322a (taxid=2563528, kingdom=10239)
Pseudomonas phage vB_Pae_BR52a (taxid=2563531, kingdom=10239)
Pseudomonas phage vB_Pae_CF118a (taxid=2563536, kingdom=10239)
Pseudomonas phage vB_Pae_CF121b (taxid=2563540, kingdom=10239)
Pseudomonas phage vB_Pae_CF121c (taxid=2563541, kingdom=10239)
Pseudomonas phage vB_Pae_CF124b (taxid=2563542, kingdom=10239)
Pseudomonas phage vB_Pae_CF127a (taxid=2563546, kingdom=10239)
Pseudomonas phage vB_Pae_CF136b (taxid=2563549, kingdom=10239)
Pseudomonas phage vB_Pae_CF177c (taxid=2563556, kingdom=10239)
Pseudomonas phage vB_Pae_CF183a (taxid=2563557, kingdom=10239)
Pseudomonas phage vB_Pae_CF213a (taxid=2563560, kingdom=10239)
Pseudomonas phage vB_Pae_CF23a (taxid=2563562, kingdom=10239)
Pseudomonas phage vB_Pae_CF53a (taxid=2563572, kingdom=10239)
Pseudomonas phage vB_Pae_CF54a (taxid=2563575, kingdom=10239)
Pseudomonas phage vB_Pae_CF57a (taxid=2563578, kingdom=10239)
Pseudomonas phage vB_Pae_CF65a (taxid=2563583, kingdom=10239)
Pseudomonas phage vB_Pae_CF74b (taxid=2563589, kingdom=10239)
Pseudomonas phage vB_Pae_CF81a (taxid=2563594, kingdom=10239)
Vibrio phage Va3 (taxid=2563734, kingdom=10239)
Bacillus phage vB_BtS_B83 (taxid=2565501, kingdom=10239)
Shigella phage DS8 (taxid=2565502, kingdom=10239)
Microbacterium phage Greys (taxid=2565511, kingdom=10239)
Mycobacterium phage Lilizi (taxid=2565512, kingdom=10239)
Salmonella phage Seabear (taxid=2565516, kingdom=10239)
Salmonella phage Sepoy (taxid=2565517, kingdom=10239)
Vibrio phage Va_178/90_p41 (taxid=2565518, kingdom=10239)
Vibrio phage Va_90-11-287_p41 (taxid=2565520, kingdom=10239)
Vibrio phage Va_90-11-287_p41_Ba35 (taxid=2565521, kingdom=10239)
Vibrio phage Va_90-11-287_p41_T265 (taxid=2565522, kingdom=10239)
Vibrio phage Va_91-7-154_p41 (taxid=2565523, kingdom=10239)
Escherichia phage CEC_Kaz_2018 (taxid=2565596, kingdom=10239)
Rheinheimera phage vB_RspM_Barba10A (taxid=2565644, kingdom=10239)
Rheinheimera phage vB_RspM_Barba10S (taxid=2565645, kingdom=10239)
Rheinheimera phage vB_RspM_Barba11S (taxid=2565646, kingdom=10239)
Rheinheimera phage vB_RspM_Barba12A (taxid=2565647, kingdom=10239)
Rheinheimera phage vB_RspM_Barba12S (taxid=2565648, kingdom=10239)
Rheinheimera phage vB_RspM_Barba13A (taxid=2565649, kingdom=10239)
Rheinheimera phage vB_RspM_Barba14A (taxid=2565650, kingdom=10239)
Rheinheimera phage vB_RspM_Barba14S (taxid=2565651, kingdom=10239)
Rheinheimera phage vB_RspM_Barba15A (taxid=2565652, kingdom=10239)
Rheinheimera phage vB_RspM_Barba15S (taxid=2565653, kingdom=10239)
Rheinheimera phage vB_RspM_Barba16S (taxid=2565654, kingdom=10239)
Rheinheimera phage vB_RspM_Barba17A (taxid=2565655, kingdom=10239)
Rheinheimera phage vB_RspM_Barba17S (taxid=2565656, kingdom=10239)
Rheinheimera phage vB_RspM_Barba18A (taxid=2565657, kingdom=10239)
Rheinheimera phage vB_RspM_Barba19A (taxid=2565658, kingdom=10239)
Rheinheimera phage vB_RspM_Barba1A (taxid=2565659, kingdom=10239)
Rheinheimera phage vB_RspM_Barba1S (taxid=2565660, kingdom=10239)
Rheinheimera phage vB_RspM_Barba20A (taxid=2565661, kingdom=10239)
Rheinheimera phage vB_RspM_Barba20S (taxid=2565662, kingdom=10239)
Rheinheimera phage vB_RspM_Barba21S (taxid=2565664, kingdom=10239)
Rheinheimera phage vB_RspM_Barba22A (taxid=2565665, kingdom=10239)
Rheinheimera phage vB_RspM_Barba22S (taxid=2565666, kingdom=10239)
Rheinheimera phage vB_RspM_Barba23A (taxid=2565667, kingdom=10239)
Rheinheimera phage vB_RspM_Barba23S (taxid=2565668, kingdom=10239)
Rheinheimera phage vB_RspM_Barba24S (taxid=2565669, kingdom=10239)
Rheinheimera phage vB_RspM_Barba25A (taxid=2565670, kingdom=10239)
Rheinheimera phage vB_RspM_Barba25S (taxid=2565671, kingdom=10239)
Rheinheimera phage vB_RspM_Barba26A (taxid=2565672, kingdom=10239)
Rheinheimera phage vB_RspM_Barba26S (taxid=2565673, kingdom=10239)
Rheinheimera phage vB_RspM_Barba27S (taxid=2565674, kingdom=10239)
Rheinheimera phage vB_RspM_Barba28A (taxid=2565675, kingdom=10239)
Rheinheimera phage vB_RspM_Barba28S (taxid=2565676, kingdom=10239)
Rheinheimera phage vB_RspM_Barba29A (taxid=2565677, kingdom=10239)
Rheinheimera phage vB_RspM_Barba29S (taxid=2565678, kingdom=10239)
Rheinheimera phage vB_RspM_Barba2A (taxid=2565679, kingdom=10239)
Rheinheimera phage vB_RspM_Barba2S (taxid=2565680, kingdom=10239)
Rheinheimera phage vB_RspM_Barba30A (taxid=2565681, kingdom=10239)
Rheinheimera phage vB_RspM_Barba31A (taxid=2565682, kingdom=10239)
Rheinheimera phage vB_RspM_Barba32A (taxid=2565683, kingdom=10239)
Rheinheimera phage vB_RspM_Barba33A (taxid=2565684, kingdom=10239)
Rheinheimera phage vB_RspM_Barba34A (taxid=2565685, kingdom=10239)
Rheinheimera phage vB_RspM_Barba35A (taxid=2565686, kingdom=10239)
Rheinheimera phage vB_RspM_Barba3A (taxid=2565687, kingdom=10239)
Rheinheimera phage vB_RspM_Barba3S (taxid=2565688, kingdom=10239)
Rheinheimera phage vB_RspM_Barba4A (taxid=2565689, kingdom=10239)
Rheinheimera phage vB_RspM_Barba4S (taxid=2565690, kingdom=10239)
Rheinheimera phage vB_RspM_Barba5A (taxid=2565691, kingdom=10239)
Rheinheimera phage vB_RspM_Barba6A (taxid=2565693, kingdom=10239)
Rheinheimera phage vB_RspM_Barba7A (taxid=2565694, kingdom=10239)
Rheinheimera phage vB_RspM_Barba8A (taxid=2565695, kingdom=10239)
Rheinheimera phage vB_RspM_Barba9A (taxid=2565697, kingdom=10239)
Flavobacterium phage FCOV-F13 (taxid=2565698, kingdom=10239)
Flavobacterium phage FCOV-F16 (taxid=2565699, kingdom=10239)
Flavobacterium phage FCOV-F2 (taxid=2565700, kingdom=10239)
Flavobacterium phage FCOV-F25 (taxid=2565701, kingdom=10239)
Flavobacterium phage FCOV-F27 (taxid=2565702, kingdom=10239)
Flavobacterium phage FCOV-F37 (taxid=2565703, kingdom=10239)
Flavobacterium phage FCOV-F45 (taxid=2565704, kingdom=10239)
Flavobacterium phage FCOV-F46 (taxid=2565705, kingdom=10239)
Flavobacterium phage FCOV-F54 (taxid=2565706, kingdom=10239)
Flavobacterium phage FCOV-F6 (taxid=2565707, kingdom=10239)
Flavobacterium phage FCOV-F9 (taxid=2565708, kingdom=10239)
Flavobacterium phage FCOV-S1 (taxid=2565709, kingdom=10239)
Flavobacterium phage FCOV-S2 (taxid=2565710, kingdom=10239)
Flavobacterium phage V186 (taxid=2565711, kingdom=10239)
Pseudomonas phage vB_PaeM_MIJ3 (taxid=2567864, kingdom=10239)
Vibrio phage Ceto (taxid=2570300, kingdom=10239)
Vibrio phage Thalassa (taxid=2570301, kingdom=10239)
Streptomyces phage ZL12 (taxid=2570911, kingdom=10239)
Roseburia phage Jekyll (taxid=2570912, kingdom=10239)
Roseburia phage Shimadzu (taxid=2570913, kingdom=10239)
Salmonella phage DaR-2019a (taxid=2571168, kingdom=10239)
Salmonella phage DaR-2019b (taxid=2571169, kingdom=10239)
Mycobacterium phage Henu3 PeY-2017 (taxid=2571241, kingdom=10239)
Gordonia phage Gorko (taxid=2571248, kingdom=10239)
Gordonia phage Reyja (taxid=2571250, kingdom=10239)
Gordonia phage ThankyouJordi (taxid=2571252, kingdom=10239)
Mycobacterium phage Noelle (taxid=2572317, kingdom=10239)
Mycobacterium phage Sumter (taxid=2572318, kingdom=10239)
Arthrobacter phage Scuttle (taxid=2572523, kingdom=10239)
Gordonia phage Antonio (taxid=2572524, kingdom=10239)
Gordonia phage Ewald (taxid=2572525, kingdom=10239)
Gordonia phage Lutum (taxid=2572527, kingdom=10239)
Microbacterium phage BubbaBear (taxid=2572529, kingdom=10239)
Microbacterium phage Bustleton (taxid=2572530, kingdom=10239)
Mycobacterium phage XianYue (taxid=2572534, kingdom=10239)
Salmonella phage 7t3 (taxid=2575254, kingdom=10239)
Lactococcus phage CHPC971 (taxid=2575255, kingdom=10239)
Pantoea phage vB_PagS_AAS21 (taxid=2575261, kingdom=10239)
Escherichia phage vB_EcoS_W011D (taxid=2575323, kingdom=10239)
Salmonella phage SE13 (taxid=2575325, kingdom=10239)
Salmonella phage SE16 (taxid=2575326, kingdom=10239)
Salmonella phage SE3 (taxid=2575327, kingdom=10239)
Salmonella phage SE4 (taxid=2575328, kingdom=10239)
Salmonella phage SE5 (taxid=2575329, kingdom=10239)
Salmonella phage SF11 (taxid=2575331, kingdom=10239)
Gordonia phage EnalisNailo (taxid=2575354, kingdom=10239)
Gordonia phage Polly (taxid=2575355, kingdom=10239)
Mycobacterium phage HermioneGrange (taxid=2575356, kingdom=10239)
Mycobacterium phage Antsirabe (taxid=2575610, kingdom=10239)
Mycobacterium phage Keziacharles14 (taxid=2575611, kingdom=10239)
Escherichia phage vB_EcoS-26175I (taxid=2576478, kingdom=10239)
Escherichia phage vB_EcoS-26175II (taxid=2576479, kingdom=10239)
Escherichia phage vB_EcoS-26175III (taxid=2576480, kingdom=10239)
Escherichia phage vB_EcoS-26175IV (taxid=2576481, kingdom=10239)
Escherichia phage vB_EcoS-26175V (taxid=2576482, kingdom=10239)
Escherichia phage vB_EcoM-12474II (taxid=2576483, kingdom=10239)
Escherichia phage vB_EcoM-12474III (taxid=2576484, kingdom=10239)
Escherichia phage vB_EcoM-12474IV (taxid=2576485, kingdom=10239)
Escherichia phage vB_EcoM-12474V (taxid=2576486, kingdom=10239)
Escherichia phage vB_EcoS-2004III (taxid=2576487, kingdom=10239)
Escherichia phage vB_EcoS-2004IV (taxid=2576488, kingdom=10239)
Escherichia phage vB_EcoS-2005III (taxid=2576490, kingdom=10239)
Escherichia phage vB_EcoS-2005IV (taxid=2576491, kingdom=10239)
Escherichia phage vB_EcoS-2006III (taxid=2576492, kingdom=10239)
Escherichia phage vB_EcoS-2006IV (taxid=2576493, kingdom=10239)
Escherichia phage vB_EcoS-2006V (taxid=2576494, kingdom=10239)
Escherichia phage vB_EcoS-2862I (taxid=2576495, kingdom=10239)
Escherichia phage vB_EcoS-2862II (taxid=2576496, kingdom=10239)
Escherichia phage vB_EcoS-2862III (taxid=2576497, kingdom=10239)
Escherichia phage vB_EcoS-2862IV (taxid=2576498, kingdom=10239)
Escherichia phage vB_EcoS-2862V (taxid=2576499, kingdom=10239)
Escherichia phage vB_EcoS-12210I (taxid=2576500, kingdom=10239)
Escherichia phage vB_EcoS-12210III (taxid=2576501, kingdom=10239)
Escherichia phage vB_EcoS-12397I (taxid=2576502, kingdom=10239)
Escherichia phage vB_EcoS-12397II (taxid=2576503, kingdom=10239)
Escherichia phage vB_EcoS-12397III (taxid=2576504, kingdom=10239)
Escherichia phage vB_EcoS-12397IV (taxid=2576505, kingdom=10239)
Escherichia phage vB_EcoS-12469I (taxid=2576507, kingdom=10239)
Escherichia phage vB_EcoS-12469III (taxid=2576509, kingdom=10239)
Escherichia phage vB_EcoS-25988I (taxid=2576510, kingdom=10239)
Escherichia phage vB_EcoS-25988IV (taxid=2576511, kingdom=10239)
Escherichia phage vB_EcoS-26020I (taxid=2576513, kingdom=10239)
Escherichia phage vB_EcoS-26020II (taxid=2576514, kingdom=10239)
Escherichia phage vB_EcoS-26020III (taxid=2576515, kingdom=10239)
Escherichia phage vB_EcoS-26020IV (taxid=2576516, kingdom=10239)
Escherichia phage vB_EcoS-26020V (taxid=2576517, kingdom=10239)
Escherichia phage vB_EcoS-26046II (taxid=2576519, kingdom=10239)
Escherichia phage vB_EcoS-26046IV (taxid=2576521, kingdom=10239)
Escherichia phage vB_EcoS-26046V (taxid=2576522, kingdom=10239)
Escherichia phage vB_EcoS-26047I (taxid=2576523, kingdom=10239)
Escherichia phage vB_EcoS-26047II (taxid=2576524, kingdom=10239)
Escherichia phage vB_EcoS-26174I (taxid=2576525, kingdom=10239)
Escherichia phage vB_EcoS-26174II (taxid=2576526, kingdom=10239)
Shewanella phage X14 (taxid=2576871, kingdom=10239)
Vibrio phage Achelous (taxid=2576872, kingdom=10239)
Escherichia phage vB_EcoM-ECP26 (taxid=2576873, kingdom=10239)
Escherichia phage vB_EcoM-ECP32 (taxid=2576874, kingdom=10239)
Bifidobacterium phage PMBT6 (taxid=2576879, kingdom=10239)
Escherichia phage EcNP1 (taxid=2576882, kingdom=10239)
Enterococcus phage MSF2 (taxid=2577028, kingdom=10239)
Klebsiella phage Shelby (taxid=2580405, kingdom=10239)
Klebsiella phage Sin4 (taxid=2580406, kingdom=10239)
Klebsiella phage Skenny (taxid=2580407, kingdom=10239)
Klebsiella phage Sweeny (taxid=2580408, kingdom=10239)
Gordonia phage Teal (taxid=2583042, kingdom=10239)
Gordonia phage Zameen (taxid=2583044, kingdom=10239)
Mycobacterium phage MsGreen (taxid=2583046, kingdom=10239)
Mycobacterium phage SheldonCooper (taxid=2583047, kingdom=10239)
Mycobacterium phage TygerBlood (taxid=2583048, kingdom=10239)
Salmonella virus KFS-SE2 (taxid=2583286, kingdom=10239)
Pseudomonas phage PAP-JP (taxid=2583508, kingdom=10239)
Vibrio phage VAP7 (taxid=2584487, kingdom=10239)
Gordonia phage Agatha (taxid=2584490, kingdom=10239)
Gordonia phage Tayonia (taxid=2584492, kingdom=10239)
Gordonia phage WelcomeAyanna (taxid=2584493, kingdom=10239)
Gordonia phage Yakult (taxid=2584494, kingdom=10239)
Microbacterium phage Chepli (taxid=2584495, kingdom=10239)
Mycobacterium phage MoneyMay (taxid=2584497, kingdom=10239)
Mycobacterium phage Polka14 (taxid=2584498, kingdom=10239)
Mycobacterium phage Xena (taxid=2584499, kingdom=10239)
Mycobacterium phage NihilNomen (taxid=2585230, kingdom=10239)
Mycobacterium phage Carlyle (taxid=2585231, kingdom=10239)
