MGYP,ERZ_x,MGYC,Start,End,Strand,Contig,MGYA,Contig Length,Phage,Number of CDSes
MGYP003636406201,ERZ3421912,MGYC001322145316,15969,17681,-1,ERZ3421912.403-NODE-403-length-27793-cov-4.928906,MGYA00593013,27.793,False,29
MGYP003636406201,ERZ3422215,MGYC001310248841,19023,20735,1,ERZ3422215.566-NODE-566-length-36643-cov-21.738958,MGYA00592924,36.643,False,39
MGYP003636440555,ERZ3422215,MGYC001310252822,28341,29219,1,ERZ3422215.590-NODE-590-length-35946-cov-5.819230,MGYA00592924,35.946,False,37
MGYP003636443785,ERZ3421823,MGYC001310114432,30050,31045,-1,ERZ3421823.718-NODE-718-length-51657-cov-4.599628,MGYA00592973,51.657,False,73
MGYP003636445444,ERZ3421844,MGYC001310557116,17785,18798,-1,ERZ3421844.1648-NODE-1648-length-27408-cov-5.529668,MGYA00592928,27.408,False,44
MGYP003636464389,ERZ3422408,MGYC001322455639,8581,9540,-1,ERZ3422408.2250-NODE-2250-length-26400-cov-8.095046,MGYA00592990,26.4,False,42
MGYP003636475424,ERZ3421844,MGYC001310561416,22032,27002,1,ERZ3421844.1675-NODE-1675-length-27004-cov-10.033990,MGYA00592928,27.004,False,19
MGYP003636481366,ERZ3421823,MGYC001310179645,24084,25157,-1,ERZ3421823.1168-NODE-1168-length-36102-cov-92.961356,MGYA00592973,36.102,False,42
MGYP003636491100,ERZ3421844,MGYC001310563973,13651,15492,1,ERZ3421844.1693-NODE-1693-length-26822-cov-7.576792,MGYA00592928,26.822,False,20
MGYP003636498751,ERZ3422215,MGYC001310259040,9349,10674,-1,ERZ3422215.630-NODE-630-length-34638-cov-37.404332,MGYA00592924,34.638,False,26
MGYP003636499373,ERZ3422020,MGYC001310466636,9570,10481,1,ERZ3422020.861-NODE-861-length-49382-cov-19.594563,MGYA00592925,49.382,False,66
MGYP003636515808,ERZ3421844,MGYC001310566909,22097,23584,-1,ERZ3421844.1716-NODE-1716-length-26616-cov-18.788788,MGYA00592928,26.616,False,29
MGYP003636516710,ERZ3421840,MGYC001310184070,5853,6794,-1,ERZ3421840.1162-NODE-1162-length-31926-cov-6.046688,MGYA00592938,31.926,False,56
MGYP003636516710,ERZ3422215,MGYC001310281421,4114,5055,-1,ERZ3422215.779-NODE-779-length-31000-cov-7.231249,MGYA00592924,31.0,False,55
MGYP003636530316,ERZ3421823,MGYC001310120822,19479,20522,1,ERZ3421823.762-NODE-762-length-49221-cov-4.056665,MGYA00592973,49.221,False,67
MGYP003636540810,ERZ3421852,MGYC001310595506,30907,31857,-1,ERZ3421852.1254-NODE-1254-length-40299-cov-12.616067,MGYA00592923,40.299,False,59
MGYP003636552813,ERZ3421638,MGYC001310074271,82534,84090,-1,ERZ3421638.485-NODE-485-length-84090-cov-5.642566,MGYA00592979,84.09,False,78
MGYP003636556459,ERZ3422215,MGYC001310265632,7735,8673,1,ERZ3422215.673-NODE-673-length-33380-cov-55.078380,MGYA00592924,33.38,False,42
MGYP003636573591,ERZ3422215,MGYC001310267397,26755,27759,1,ERZ3422215.684-NODE-684-length-33025-cov-11.132969,MGYA00592924,33.025,False,50
MGYP003636580967,ERZ3422215,MGYC001310268378,16935,18212,1,ERZ3422215.690-NODE-690-length-32831-cov-15.002868,MGYA00592924,32.831,False,39
MGYP003636583968,ERZ3422167,MGYC001322411830,17190,18548,-1,ERZ3422167.2032-NODE-2032-length-26534-cov-5.791873,MGYA00593001,26.534,False,32
MGYP003636591556,ERZ3421490,MGYC001322148940,27087,27896,1,ERZ3421490.391-NODE-391-length-47702-cov-4.153651,MGYA00592998,47.702,False,41
MGYP003636591556,ERZ3422020,MGYC001310479837,27038,27847,1,ERZ3422020.913-NODE-913-length-47653-cov-18.414345,MGYA00592925,47.653,False,42
MGYP003636592450,ERZ3421844,MGYC001310577201,11086,12204,1,ERZ3421844.1784-NODE-1784-length-25771-cov-24.075517,MGYA00592928,25.771,False,29
MGYP003636594102,ERZ3421922,MGYC001310208164,43812,45557,1,ERZ3421922.333-NODE-333-length-58076-cov-5.440720,MGYA00592921,58.076,False,92
MGYP003636623350,ERZ3422215,MGYC001310273403,2148,3488,1,ERZ3422215.724-NODE-724-length-32256-cov-4.468588,MGYA00592924,32.256,False,39
MGYP003636681421,ERZ3422215,MGYC001310280459,28731,29783,1,ERZ3422215.772-NODE-772-length-31121-cov-9.331874,MGYA00592924,31.121,False,48
MGYP003636681421,ERZ3422215,MGYC001310280459,483,1535,1,ERZ3422215.772-NODE-772-length-31121-cov-9.331874,MGYA00592924,31.121,False,48
MGYP003636689537,ERZ3422020,MGYC001310494950,12226,13950,-1,ERZ3422020.973-NODE-973-length-45787-cov-8.789229,MGYA00592925,45.787,False,37
MGYP003636692331,ERZ3421491,MGYC001322140637,5844,7184,1,ERZ3421491.294-NODE-294-length-28539-cov-41.284581,MGYA00592997,28.539,False,32
MGYP003636694355,ERZ3421922,MGYC001310219231,8140,9627,-1,ERZ3421922.382-NODE-382-length-52597-cov-27.600225,MGYA00592921,52.597,False,45
MGYP003636718286,ERZ3422215,MGYC001310284442,13186,14007,-1,ERZ3422215.800-NODE-800-length-30531-cov-8.846108,MGYA00592924,30.531,False,43
MGYP003636722175,ERZ3421638,MGYC001310083986,41630,43339,-1,ERZ3421638.543-NODE-543-length-77135-cov-4.824066,MGYA00592979,77.135,False,76
MGYP003636724047,ERZ3421823,MGYC001310201882,14167,15075,1,ERZ3421823.1330-NODE-1330-length-32880-cov-5.674303,MGYA00592973,32.88,False,45
MGYP003636724047,ERZ3421838,MGYC001310542195,30683,31591,-1,ERZ3421838.1329-NODE-1329-length-45757-cov-16.433066,MGYA00592940,45.757,False,52
MGYP003636724047,ERZ3422065,MGYC001322185619,15119,16027,1,ERZ3422065.754-NODE-754-length-32231-cov-3.922427,MGYA00593009,32.231,False,52
MGYP003636724047,ERZ3422215,MGYC001310284872,962,1870,1,ERZ3422215.804-NODE-804-length-30482-cov-3.995465,MGYA00592924,30.482,False,27
MGYP003636724551,ERZ3422020,MGYC001310499324,27581,28744,1,ERZ3422020.994-NODE-994-length-45310-cov-6.974677,MGYA00592925,45.31,False,34
MGYP003636724551,ERZ3422204,MGYC001322355173,25731,26894,1,ERZ3422204.1209-NODE-1209-length-44645-cov-7.806750,MGYA00592993,44.645,False,33
MGYP003636746563,ERZ3421808,MGYC001310035638,17171,18508,-1,ERZ3421808.230-NODE-230-length-126300-cov-11.116694,MGYA00592974,126.3,False,165
MGYP003636755166,ERZ3421922,MGYC001310355113,23949,24884,1,ERZ3421922.1107-NODE-1107-length-29951-cov-4.488794,MGYA00592921,29.951,False,49
MGYP003636755166,ERZ3422215,MGYC001310289061,5260,6195,-1,ERZ3422215.834-NODE-834-length-29923-cov-5.308725,MGYA00592924,29.923,False,49
MGYP003636763155,ERZ3422215,MGYC001310289748,25207,26199,-1,ERZ3422215.839-NODE-839-length-29861-cov-4.879554,MGYA00592924,29.861,False,49
MGYP003636779085,ERZ3421638,MGYC001310087780,18530,20113,-1,ERZ3421638.564-NODE-564-length-74874-cov-5.804207,MGYA00592979,74.874,False,70
MGYP003636793053,ERZ3422215,MGYC001310293048,26058,26966,1,ERZ3422215.862-NODE-862-length-29442-cov-10.097730,MGYA00592924,29.442,False,48
MGYP003636797657,ERZ3422408,MGYC001322374906,35578,36615,-1,ERZ3422408.1266-NODE-1266-length-39679-cov-18.355820,MGYA00592990,39.679,False,44
MGYP003636803873,ERZ3422215,MGYC001310294200,8840,9673,-1,ERZ3422215.871-NODE-871-length-29338-cov-4.032510,MGYA00592924,29.338,False,39
MGYP003636822606,ERZ3421638,MGYC001310090830,5418,7238,-1,ERZ3421638.581-NODE-581-length-72851-cov-5.305223,MGYA00592979,72.851,False,69
MGYP003636826137,ERZ3422215,MGYC001310296780,4898,5836,-1,ERZ3422215.889-NODE-889-length-29082-cov-79.479760,MGYA00592924,29.082,False,49
MGYP003636844188,ERZ3422020,MGYC001310517463,38973,40451,-1,ERZ3422020.1069-NODE-1069-length-42900-cov-20.613561,MGYA00592925,42.9,False,41
MGYP003636851385,ERZ3421823,MGYC001310147997,25871,26830,-1,ERZ3421823.952-NODE-952-length-41456-cov-57.422961,MGYA00592973,41.456,False,47
MGYP003636907381,ERZ3421823,MGYC001310152833,10499,11881,-1,ERZ3421823.986-NODE-986-length-40438-cov-5.256296,MGYA00592973,40.438,False,47
MGYP003636931262,ERZ3422020,MGYC001310528720,3,1574,1,ERZ3422020.1124-NODE-1124-length-41483-cov-18.987858,MGYA00592925,41.483,False,47
MGYP003636957663,ERZ3422215,MGYC001310313120,12781,13602,-1,ERZ3422215.1002-NODE-1002-length-27190-cov-7.877280,MGYA00592924,27.19,False,29
MGYP003636967847,ERZ3421824,MGYC001310200962,5619,6740,-1,ERZ3421824.1698-NODE-1698-length-32362-cov-6.071347,MGYA00592972,32.362,False,36
MGYP003636979626,ERZ3421808,MGYC001310043343,55002,56444,1,ERZ3421808.289-NODE-289-length-111550-cov-7.139836,MGYA00592974,111.55,False,128
MGYP003637001219,ERZ3421490,MGYC001322156455,13139,14818,1,ERZ3421490.709-NODE-709-length-31227-cov-230.453356,MGYA00592998,31.227,False,28
MGYP003637001219,ERZ3421638,MGYC001310104000,16510,18189,-1,ERZ3421638.653-NODE-653-length-66969-cov-7.751143,MGYA00592979,66.969,False,63
MGYP003637001219,ERZ3422204,MGYC001322290906,21371,23050,-1,ERZ3422204.647-NODE-647-length-72503-cov-258.384800,MGYA00592993,72.503,False,69
MGYP003637001219,ERZ3422254,MGYC001322288399,10804,12483,-1,ERZ3422254.1276-NODE-1276-length-25621-cov-65.467105,MGYA00592992,25.621,False,25
MGYP003637016684,ERZ3421638,MGYC001310105077,6188,7795,-1,ERZ3421638.659-NODE-659-length-66247-cov-14.468471,MGYA00592979,66.247,False,63
MGYP003637040764,ERZ3421823,MGYC001310165594,25384,26757,-1,ERZ3421823.1072-NODE-1072-length-38262-cov-6.100086,MGYA00592973,38.262,False,48
MGYP003637042490,ERZ3421823,MGYC001310165894,3845,4792,1,ERZ3421823.1074-NODE-1074-length-38141-cov-27.232920,MGYA00592973,38.141,False,48
MGYP003637047435,ERZ3421826,MGYC001310482838,4727,7936,1,ERZ3421826.1672-NODE-1672-length-37953-cov-19.413135,MGYA00592968,37.953,False,21
MGYP003637072936,ERZ3421823,MGYC001310168423,33595,35178,-1,ERZ3421823.1092-NODE-1092-length-37793-cov-7.701044,MGYA00592973,37.793,False,48
MGYP003637092986,ERZ3421808,MGYC001310047264,23048,24931,1,ERZ3421808.318-NODE-318-length-105079-cov-9.911058,MGYA00592974,105.079,False,126
MGYP003637093750,ERZ3422215,MGYC001310330740,14481,15437,1,ERZ3422215.1130-NODE-1130-length-25114-cov-368.716589,MGYA00592924,25.114,False,33
MGYP003637103618,ERZ3422215,MGYC001310331981,12257,13654,1,ERZ3422215.1140-NODE-1140-length-25015-cov-7.872917,MGYA00592924,25.015,False,37
MGYP003637104354,ERZ3422215,MGYC001310332119,7795,8955,1,ERZ3422215.1141-NODE-1141-length-25009-cov-21.204376,MGYA00592924,25.009,False,23
MGYP003637104436,ERZ3422020,MGYC001310552571,26716,28416,-1,ERZ3422020.1235-NODE-1235-length-38699-cov-10.583842,MGYA00592925,38.699,False,36
MGYP003637104436,ERZ3422088,MGYC001322304984,9657,11357,1,ERZ3422088.1432-NODE-1432-length-32717-cov-13.252710,MGYA00593005,32.717,False,32
MGYP003637121069,ERZ3421823,MGYC001310173916,142,1047,-1,ERZ3421823.1129-NODE-1129-length-36962-cov-12.160728,MGYA00592973,36.962,False,43
MGYP003637125483,ERZ3421826,MGYC001310520278,11793,13127,-1,ERZ3421826.1848-NODE-1848-length-35712-cov-16.171691,MGYA00592968,35.712,False,57
MGYP003637125483,ERZ3421922,MGYC001310301648,11784,13118,-1,ERZ3421922.802-NODE-802-length-35739-cov-10.963541,MGYA00592921,35.739,False,57
MGYP003637125494,ERZ3421823,MGYC001310174355,18052,19275,-1,ERZ3421823.1132-NODE-1132-length-36935-cov-3.294875,MGYA00592973,36.935,False,42
MGYP003637125494,ERZ3421826,MGYC001310623284,21880,23103,-1,ERZ3421826.2383-NODE-2383-length-29956-cov-11.443029,MGYA00592968,29.956,False,35
MGYP003637157026,ERZ3422296,MGYC001322206585,2047,3168,1,ERZ3422296.511-NODE-511-length-43405-cov-4.487451,MGYA00592991,43.405,False,53
MGYP003637178436,ERZ3421922,MGYC001310271768,1589,3259,-1,ERZ3421922.641-NODE-641-length-40226-cov-14.765577,MGYA00592921,40.226,False,35
MGYP003637191293,ERZ3421922,MGYC001310272967,24494,25414,-1,ERZ3421922.648-NODE-648-length-39747-cov-5.759271,MGYA00592921,39.747,False,53
MGYP003637197185,ERZ3421823,MGYC001310181809,20156,21922,-1,ERZ3421823.1182-NODE-1182-length-35762-cov-7.344582,MGYA00592973,35.762,False,40
MGYP003637209614,ERZ3421569,MGYC001310030663,81991,83751,-1,ERZ3421569.275-NODE-275-length-132674-cov-29.651958,MGYA00592984,132.674,False,140
MGYP003637211191,ERZ3421922,MGYC001310275229,4854,6023,1,ERZ3421922.659-NODE-659-length-39378-cov-5.017903,MGYA00592921,39.378,False,70
MGYP003637216061,ERZ3421826,MGYC001310714316,4349,5215,-1,ERZ3421826.2902-NODE-2902-length-25916-cov-15.400758,MGYA00592968,25.916,False,39
MGYP003637222041,ERZ3421838,MGYC001310801080,21611,22534,-1,ERZ3421838.2531-NODE-2531-length-29420-cov-7.104035,MGYA00592940,29.42,False,31
MGYP003637247342,ERZ3421823,MGYC001310187005,17358,18446,-1,ERZ3421823.1217-NODE-1217-length-35009-cov-4.492762,MGYA00592973,35.009,False,42
MGYP003637247797,ERZ3421922,MGYC001310279384,9354,11174,1,ERZ3421922.681-NODE-681-length-38783-cov-4.372934,MGYA00592921,38.783,False,46
MGYP003637247797,ERZ3422408,MGYC001322308330,26456,28276,-1,ERZ3422408.675-NODE-675-length-60370-cov-5.216447,MGYA00592990,60.37,False,53
MGYP003637255424,ERZ3421922,MGYC001310280202,25751,27577,-1,ERZ3421922.685-NODE-685-length-38601-cov-7.466067,MGYA00592921,38.601,False,38
MGYP003637256401,ERZ3422020,MGYC001310571708,7840,9636,1,ERZ3422020.1334-NODE-1334-length-37018-cov-13.141628,MGYA00592925,37.018,False,44
MGYP003637268335,ERZ3421922,MGYC001310281844,22500,23561,1,ERZ3421922.693-NODE-693-length-38399-cov-20.366654,MGYA00592921,38.399,False,39
MGYP003637271503,ERZ3421840,MGYC001310250856,9810,11255,1,ERZ3421840.1785-NODE-1785-length-25399-cov-44.667693,MGYA00592938,25.399,False,27
MGYP003637280897,ERZ3421823,MGYC001310190644,33078,34487,1,ERZ3421823.1245-NODE-1245-length-34488-cov-36.360091,MGYA00592973,34.488,False,48
MGYP003637300219,ERZ3421824,MGYC001310089501,31778,33610,-1,ERZ3421824.814-NODE-814-length-49143-cov-10.283776,MGYA00592972,49.143,False,59
MGYP003637300219,ERZ3421922,MGYC001310385013,7666,9498,1,ERZ3421922.1298-NODE-1298-length-27547-cov-18.289248,MGYA00592921,27.547,False,24
MGYP003637303880,ERZ3422048,MGYC001322161064,19100,19945,-1,ERZ3422048.737-NODE-737-length-28554-cov-4.956244,MGYA00593007,28.554,False,34
MGYP003637387522,ERZ3421808,MGYC001310059749,10494,11819,-1,ERZ3421808.407-NODE-407-length-89814-cov-3.844428,MGYA00592974,89.814,False,98
MGYP003637397468,ERZ3421823,MGYC001310201569,18595,19557,1,ERZ3421823.1328-NODE-1328-length-32908-cov-3.358810,MGYA00592973,32.908,False,56
MGYP003637399291,ERZ3421493,MGYC001322139696,33385,34749,1,ERZ3421493.21-NODE-21-length-196665-cov-20.288424,MGYA00592996,196.665,False,228
MGYP003637399291,ERZ3421824,MGYC001310019095,184860,186224,1,ERZ3421824.75-NODE-75-length-196665-cov-80.353929,MGYA00592972,196.665,False,229
MGYP003637407320,ERZ3421922,MGYC001310297373,2,1576,-1,ERZ3421922.779-NODE-779-length-36393-cov-5.242501,MGYA00592921,36.393,False,21
MGYP003637432829,ERZ3421808,MGYC001310061935,47363,48943,1,ERZ3421808.421-NODE-421-length-87534-cov-12.866745,MGYA00592974,87.534,False,85
MGYP003637436520,ERZ3421823,MGYC001310205739,14211,15896,-1,ERZ3421823.1359-NODE-1359-length-32502-cov-5.829229,MGYA00592973,32.502,False,32
MGYP003637443324,ERZ3421823,MGYC001310206318,18634,19800,-1,ERZ3421823.1364-NODE-1364-length-32440-cov-3.781380,MGYA00592973,32.44,False,44
MGYP003637459348,ERZ3421922,MGYC001310303204,24667,26205,1,ERZ3421922.810-NODE-810-length-35636-cov-3.571710,MGYA00592921,35.636,False,25
MGYP003637493550,ERZ3421638,MGYC001310146002,46790,48433,1,ERZ3421638.880-NODE-880-length-53413-cov-3.389464,MGYA00592979,53.413,False,44
MGYP003637506983,ERZ3421824,MGYC001310020493,71906,73153,1,ERZ3421824.92-NODE-92-length-178487-cov-8.536518,MGYA00592972,178.487,False,204
MGYP003637512354,ERZ3421922,MGYC001310308858,8928,9989,1,ERZ3421922.842-NODE-842-length-34800-cov-12.365434,MGYA00592921,34.8,False,35
MGYP003637518544,ERZ3421922,MGYC001310309343,14514,16142,-1,ERZ3421922.845-NODE-845-length-34738-cov-51.489462,MGYA00592921,34.738,False,29
MGYP003637527471,ERZ3421852,MGYC001310510219,4504,5409,-1,ERZ3421852.870-NODE-870-length-51552-cov-29.162806,MGYA00592923,51.552,False,80
MGYP003637527471,ERZ3422088,MGYC001322315001,25468,26373,1,ERZ3422088.1581-NODE-1581-length-31062-cov-28.961557,MGYA00593005,31.062,False,53
MGYP003637534890,ERZ3422020,MGYC001310611215,4324,5706,-1,ERZ3422020.1544-NODE-1544-length-33347-cov-27.338279,MGYA00592925,33.347,False,30
MGYP003637534890,ERZ3422204,MGYC001322394504,28749,30131,1,ERZ3422204.1646-NODE-1646-length-36023-cov-39.105316,MGYA00592993,36.023,False,31
MGYP003637549566,ERZ3421922,MGYC001310313259,20428,21774,-1,ERZ3421922.868-NODE-868-length-34213-cov-5.866122,MGYA00592921,34.213,False,43
MGYP003637567891,ERZ3422408,MGYC001322408002,12491,13372,-1,ERZ3422408.1654-NODE-1654-length-33200-cov-3.741650,MGYA00592990,33.2,False,46
MGYP003637586179,ERZ3422020,MGYC001310618683,22502,23473,-1,ERZ3422020.1581-NODE-1581-length-32835-cov-6.641001,MGYA00592925,32.835,False,59
MGYP003637601114,ERZ3421823,MGYC001310223001,25741,27123,-1,ERZ3421823.1498-NODE-1498-length-30438-cov-11.923576,MGYA00592973,30.438,False,44
MGYP003637607232,ERZ3421823,MGYC001310223789,4378,5373,1,ERZ3421823.1505-NODE-1505-length-30317-cov-4.887350,MGYA00592973,30.317,False,36
MGYP003637627955,ERZ3422020,MGYC001310625114,14241,15191,-1,ERZ3422020.1617-NODE-1617-length-32307-cov-9.304322,MGYA00592925,32.307,False,52
MGYP003637659167,ERZ3422020,MGYC001310629567,17622,18971,-1,ERZ3422020.1641-NODE-1641-length-31951-cov-4.724887,MGYA00592925,31.951,False,41
MGYP003637666991,ERZ3421490,MGYC001322156140,16958,17911,-1,ERZ3421490.696-NODE-696-length-31907-cov-76.934981,MGYA00592998,31.907,False,52
MGYP003637666991,ERZ3422020,MGYC001310630230,16958,17911,-1,ERZ3422020.1646-NODE-1646-length-31907-cov-295.642346,MGYA00592925,31.907,False,52
MGYP003637666991,ERZ3422204,MGYC001322416365,16958,17911,-1,ERZ3422204.1934-NODE-1934-length-31907-cov-523.084359,MGYA00592993,31.907,False,52
MGYP003637666991,ERZ3422254,MGYC001322270821,16958,17911,-1,ERZ3422254.974-NODE-974-length-31907-cov-136.028161,MGYA00592992,31.907,False,52
MGYP003637712837,ERZ3421922,MGYC001310391681,6859,8025,1,ERZ3421922.1341-NODE-1341-length-27097-cov-24.476962,MGYA00592921,27.097,False,20
MGYP003637718994,ERZ3421922,MGYC001310335242,24778,26265,-1,ERZ3421922.991-NODE-991-length-31707-cov-17.936592,MGYA00592921,31.707,False,39
MGYP003637732638,ERZ3422020,MGYC001310639240,18124,19143,1,ERZ3422020.1699-NODE-1699-length-31149-cov-98.062391,MGYA00592925,31.149,False,28
MGYP003637749270,ERZ3421922,MGYC001310339661,2776,4572,1,ERZ3421922.1015-NODE-1015-length-31265-cov-5.050048,MGYA00592921,31.265,False,38
MGYP003637753502,ERZ3421922,MGYC001310340142,16046,17809,-1,ERZ3421922.1018-NODE-1018-length-31126-cov-8.613530,MGYA00592921,31.126,False,32
MGYP003637767222,ERZ3421490,MGYC001322156751,18371,19294,-1,ERZ3421490.722-NODE-722-length-30822-cov-15.581435,MGYA00592998,30.822,False,58
MGYP003637767222,ERZ3422020,MGYC001310643981,18371,19294,-1,ERZ3422020.1728-NODE-1728-length-30832-cov-60.079150,MGYA00592925,30.832,False,58
MGYP003637767222,ERZ3422204,MGYC001322422807,3582,4505,1,ERZ3422204.2021-NODE-2021-length-30832-cov-6.891055,MGYA00592993,30.832,False,59
MGYP003637779064,ERZ3421823,MGYC001310242040,19693,20880,-1,ERZ3421823.1648-NODE-1648-length-28436-cov-3.785420,MGYA00592973,28.436,False,46
MGYP003637788098,ERZ3421824,MGYC001310247483,7135,8880,1,ERZ3421824.2068-NODE-2068-length-28317-cov-5.660180,MGYA00592972,28.317,False,29
MGYP003637788098,ERZ3422020,MGYC001310646828,7135,8880,1,ERZ3422020.1744-NODE-1744-length-30637-cov-7.451965,MGYA00592925,30.637,False,35
MGYP003637788172,ERZ3421638,MGYC001310176205,40648,41556,1,ERZ3421638.1040-NODE-1040-length-47541-cov-8.846165,MGYA00592979,47.541,False,54
MGYP003637788310,ERZ3421922,MGYC001310344457,25904,27475,1,ERZ3421922.1043-NODE-1043-length-30765-cov-12.075090,MGYA00592921,30.765,False,20
MGYP003637792837,ERZ3421808,MGYC001310082611,3490,4635,-1,ERZ3421808.549-NODE-549-length-75119-cov-13.125200,MGYA00592974,75.119,False,56
MGYP003637808782,ERZ3421824,MGYC001310025020,133799,135127,-1,ERZ3421824.144-NODE-144-length-140085-cov-9.451746,MGYA00592972,140.085,False,198
MGYP003637823059,ERZ3421922,MGYC001310348447,1,657,1,ERZ3421922.1067-NODE-1067-length-30471-cov-5.389828,MGYA00592921,30.471,False,36
MGYP003637833307,ERZ3421922,MGYC001310349527,29491,30384,-1,ERZ3421922.1073-NODE-1073-length-30386-cov-29.393228,MGYA00592921,30.386,False,32
MGYP003637836049,ERZ3421922,MGYC001310349866,17952,19703,1,ERZ3421922.1075-NODE-1075-length-30379-cov-7.133887,MGYA00592921,30.379,False,36
MGYP003637843795,ERZ3421823,MGYC001310248711,25788,27680,1,ERZ3421823.1701-NODE-1701-length-27744-cov-253.171079,MGYA00592973,27.744,False,35
MGYP003637844150,ERZ3421824,MGYC001310025764,45889,47751,-1,ERZ3421824.152-NODE-152-length-138281-cov-6.876666,MGYA00592972,138.281,False,121
MGYP003637869687,ERZ3421569,MGYC001310051201,82005,83012,-1,ERZ3421569.450-NODE-450-length-88811-cov-9.507830,MGYA00592984,88.811,False,88
MGYP003637906205,ERZ3421638,MGYC001310189305,2316,4004,-1,ERZ3421638.1108-NODE-1108-length-45148-cov-10.032910,MGYA00592979,45.148,False,31
MGYP003637914980,ERZ3421638,MGYC001310190006,31833,33275,-1,ERZ3421638.1112-NODE-1112-length-45032-cov-10.000756,MGYA00592979,45.032,False,49
MGYP003637917571,ERZ3421823,MGYC001310257183,3859,5133,1,ERZ3421823.1771-NODE-1771-length-26854-cov-5.094145,MGYA00592973,26.854,False,39
MGYP003637932168,ERZ3421922,MGYC001310362087,15289,16452,1,ERZ3421922.1150-NODE-1150-length-29352-cov-60.728846,MGYA00592921,29.352,False,25
MGYP003637938442,ERZ3421823,MGYC001310259139,12194,13078,-1,ERZ3421823.1787-NODE-1787-length-26733-cov-5.296087,MGYA00592973,26.733,False,31
